Variable QN: i, j, s
485360, Lentejas, 43, 19
0, Lentejas, 44, 1
0, Lentejas, 44, 2
0, Lentejas, 44, 3
0, Lentejas, 44, 4
228795, Lentejas, 44, 5
485360, Lentejas, 44, 6
0, Lentejas, 44, 7
0, Lentejas, 44, 8
0, Lentejas, 44, 9
0, Lentejas, 44, 10
228795, Lentejas, 44, 11
665861, Lentejas, 44, 12
0, Lentejas, 44, 13
0, Lentejas, 44, 14
0, Lentejas, 44, 15
365276, Lentejas, 44, 16
608511, Lentejas, 44, 17
0, Lentejas, 44, 18
485360, Lentejas, 44, 19
0, Lentejas, 45, 1
485360, Lentejas, 45, 2
0, Lentejas, 45, 3
338665, Lentejas, 45, 4
485360, Lentejas, 45, 5
0, Lentejas, 45, 6
0, Lentejas, 45, 7
485360, Lentejas, 45, 8
485360, Lentejas, 45, 9
0, Lentejas, 45, 10
0, Lentejas, 45, 11
0, Lentejas, 45, 12
0, Lentejas, 45, 13
0, Lentejas, 45, 14
970721, Lentejas, 45, 15
0, Lentejas, 45, 16
0, Lentejas, 45, 17
0, Lentejas, 45, 18
0, Lentejas, 45, 19
0, Lentejas, 46, 1
0, Lentejas, 46, 2
741322, Lentejas, 46, 3
0, Lentejas, 46, 4
0, Lentejas, 46, 5
485360, Lentejas, 46, 6
0, Lentejas, 46, 7
0, Lentejas, 46, 8
228795, Lentejas, 46, 9
0, Lentejas, 46, 10
485360, Lentejas, 46, 11
0, Lentejas, 46, 12
0, Lentejas, 46, 13
485360, Lentejas, 46, 14
485360, Lentejas, 46, 15
0, Lentejas, 46, 16
485360, Lentejas, 46, 17
0, Lentejas, 46, 18
0, Lentejas, 46, 19
485360, Lentejas, 47, 1
0, Lentejas, 47, 2
594627, Lentejas, 47, 3
485360, Lentejas, 47, 4
0, Lentejas, 47, 5
0, Lentejas, 47, 6
0, Lentejas, 47, 7
485360, Lentejas, 47, 8
123151, Lentejas, 47, 9
0, Lentejas, 47, 10
0, Lentejas, 47, 11
255961, Lentejas, 47, 12
0, Lentejas, 47, 13
255961, Lentejas, 47, 14
338665, Lentejas, 47, 15
0, Lentejas, 47, 16
485360, Lentejas, 47, 17
436596, Lentejas, 47, 18
228795, Lentejas, 47, 19
0, Lentejas, 48, 1
0, Lentejas, 48, 2
485360, Lentejas, 48, 3
0, Lentejas, 48, 4
255961, Lentejas, 48, 5
0, Lentejas, 48, 6
4414, Lentejas, 48, 7
485360, Lentejas, 48, 8
0, Lentejas, 48, 9
485360, Lentejas, 48, 10
0, Lentejas, 48, 11
0, Lentejas, 48, 12
0, Lentejas, 48, 13
4414, Lentejas, 48, 14
0, Lentejas, 48, 15
4414, Lentejas, 48, 16
4414, Lentejas, 48, 17
485360, Lentejas, 48, 18
0, Lentejas, 48, 19
342650, Lentejas, 49, 1
0, Lentejas, 49, 2
0, Lentejas, 49, 3
485360, Lentejas, 49, 4
0, Lentejas, 49, 5
214114, Lentejas, 49, 6
0, Lentejas, 49, 7
0, Lentejas, 49, 8
485360, Lentejas, 49, 9
0, Lentejas, 49, 10
0, Lentejas, 49, 11
0, Lentejas, 49, 12
0, Lentejas, 49, 13
0, Lentejas, 49, 14
0, Lentejas, 49, 15
0, Lentejas, 49, 16
0, Lentejas, 49, 17
0, Lentejas, 49, 18
485360, Lentejas, 49, 19
491285, Lentejas, 50, 1
0, Lentejas, 50, 2
0, Lentejas, 50, 3
0, Lentejas, 50, 4
485360, Lentejas, 50, 5
0, Lentejas, 50, 6
0, Lentejas, 50, 7
0, Lentejas, 50, 8
0, Lentejas, 50, 9
0, Lentejas, 50, 10
368367, Lentejas, 50, 11
4075, Lentejas, 50, 12
0, Lentejas, 50, 13
0, Lentejas, 50, 14
485360, Lentejas, 50, 15
0, Lentejas, 50, 16
485360, Lentejas, 50, 17
0, Lentejas, 50, 18
485360, Lentejas, 50, 19
0, Lentejas, 51, 1
485360, Lentejas, 51, 2
485360, Lentejas, 51, 3
0, Lentejas, 51, 4
0, Lentejas, 51, 5
0, Lentejas, 51, 6
0, Lentejas, 51, 7
0, Lentejas, 51, 8
255961, Lentejas, 51, 9
4414, Lentejas, 51, 10
0, Lentejas, 51, 11
0, Lentejas, 51, 12
0, Lentejas, 51, 13
0, Lentejas, 51, 14
0, Lentejas, 51, 15
0, Lentejas, 51, 16
0, Lentejas, 51, 17
0, Lentejas, 51, 18
0, Lentejas, 51, 19
0, Lentejas, 52, 1
485360, Lentejas, 52, 2
0, Lentejas, 52, 3
0, Lentejas, 52, 4
485360, Lentejas, 52, 5
485360, Lentejas, 52, 6
0, Lentejas, 52, 7
485360, Lentejas, 52, 8
0, Lentejas, 52, 9
0, Lentejas, 52, 10
228795, Lentejas, 52, 11
188711, Lentejas, 52, 12
0, Lentejas, 52, 13
0, Lentejas, 52, 14
970721, Lentejas, 52, 15
0, Lentejas, 52, 16
123151, Lentejas, 52, 17
255961, Lentejas, 52, 18
0, Lentejas, 52, 19
485360, Lentejas, 53, 1
0, Lentejas, 53, 2
0, Lentejas, 53, 3
0, Lentejas, 53, 4
587383, Lentejas, 53, 5
0, Lentejas, 53, 6
0, Lentejas, 53, 7
102022, Lentejas, 53, 8
0, Lentejas, 53, 9
4075, Lentejas, 53, 10
0, Lentejas, 53, 11
0, Lentejas, 53, 12
0, Lentejas, 53, 13
0, Lentejas, 53, 14
0, Lentejas, 53, 15
26562, Lentejas, 53, 16
0, Lentejas, 53, 17
0, Lentejas, 53, 18
0, Lentejas, 53, 19
255961, Lentejas, 54, 1
485360, Lentejas, 54, 2
0, Lentejas, 54, 3
485360, Lentejas, 54, 4
485360, Lentejas, 54, 5
0, Lentejas, 54, 6
0, Lentejas, 54, 7
0, Lentejas, 54, 8
0, Lentejas, 54, 9
331421, Lentejas, 54, 10
485360, Lentejas, 54, 11
0, Lentejas, 54, 12
485360, Lentejas, 54, 13
0, Lentejas, 54, 14
4414, Lentejas, 54, 15
0, Lentejas, 54, 16
400543, Lentejas, 54, 17
0, Lentejas, 54, 18
0, Lentejas, 54, 19
485360, Lentejas, 55, 1
0, Lentejas, 55, 2
0, Lentejas, 55, 3
255961, Lentejas, 55, 4
0, Lentejas, 55, 5
0, Lentejas, 55, 6
276689, Lentejas, 55, 7
485360, Lentejas, 55, 8
0, Lentejas, 55, 9
0, Lentejas, 55, 10
0, Lentejas, 55, 11
255961, Lentejas, 55, 12
228795, Lentejas, 55, 13
0, Lentejas, 55, 14
485360, Lentejas, 55, 15
4414, Lentejas, 55, 16
0, Lentejas, 55, 17
255961, Lentejas, 55, 18
0, Lentejas, 55, 19
206217, Lentejas, 56, 1
0, Lentejas, 56, 2
0, Lentejas, 56, 3
0, Lentejas, 56, 4
228795, Lentejas, 56, 5
0, Lentejas, 56, 6
0, Lentejas, 56, 7
0, Lentejas, 56, 8
75128, Lentejas, 56, 9
0, Lentejas, 56, 10
0, Lentejas, 56, 11
485360, Lentejas, 56, 12
0, Lentejas, 56, 13
0, Lentejas, 56, 14
970721, Lentejas, 56, 15
0, Lentejas, 56, 16
485360, Lentejas, 56, 17
0, Lentejas, 56, 18
0, Lentejas, 56, 19
0, Lentejas, 57, 1
0, Lentejas, 57, 2
0, Lentejas, 57, 3
714156, Lentejas, 57, 4
0, Lentejas, 57, 5
0, Lentejas, 57, 6
485360, Lentejas, 57, 7
0, Lentejas, 57, 8
0, Lentejas, 57, 9
0, Lentejas, 57, 10
0, Lentejas, 57, 11
0, Lentejas, 57, 12
0, Lentejas, 57, 13
485360, Lentejas, 57, 14
331421, Lentejas, 57, 15
0, Lentejas, 57, 16
0, Lentejas, 57, 17
485360, Lentejas, 57, 18
0, Lentejas, 57, 19
0, Lentejas, 58, 1
0, Lentejas, 58, 2
0, Lentejas, 58, 3
0, Lentejas, 58, 4
485360, Lentejas, 58, 5
0, Lentejas, 58, 6
246745, Lentejas, 58, 7
0, Lentejas, 58, 8
485360, Lentejas, 58, 9
0, Lentejas, 58, 10
485360, Lentejas, 58, 11
0, Lentejas, 58, 12
0, Lentejas, 58, 13
0, Lentejas, 58, 14
4414, Lentejas, 58, 15
594627, Lentejas, 58, 16
0, Lentejas, 58, 17
0, Lentejas, 58, 18
485360, Lentejas, 58, 19
0, Lentejas, 59, 1
0, Lentejas, 59, 2
0, Lentejas, 59, 3
741322, Lentejas, 59, 4
0, Lentejas, 59, 5
0, Lentejas, 59, 6
0, Lentejas, 59, 7
0, Lentejas, 59, 8
0, Lentejas, 59, 9
0, Lentejas, 59, 10
0, Lentejas, 59, 11
4414, Lentejas, 59, 12
0, Lentejas, 59, 13
0, Lentejas, 59, 14
485360, Lentejas, 59, 15
489774, Lentejas, 59, 16
0, Lentejas, 59, 17
485360, Lentejas, 59, 18
0, Lentejas, 59, 19
0, Lentejas, 60, 1
0, Lentejas, 60, 2
970721, Lentejas, 60, 3
0, Lentejas, 60, 4
0, Lentejas, 60, 5
0, Lentejas, 60, 6
485360, Lentejas, 60, 7
0, Lentejas, 60, 8
485360, Lentejas, 60, 9
485360, Lentejas, 60, 10
0, Lentejas, 60, 11
4414, Lentejas, 60, 12
0, Lentejas, 60, 13
0, Lentejas, 60, 14
0, Lentejas, 60, 15
0, Lentejas, 60, 16
4414, Lentejas, 60, 17
0, Lentejas, 60, 18
485360, Lentejas, 60, 19
0, Lentejas, 61, 1
0, Lentejas, 61, 2
0, Lentejas, 61, 3
0, Lentejas, 61, 4
0, Lentejas, 61, 5
0, Lentejas, 61, 6
0, Lentejas, 61, 7
102022, Lentejas, 61, 8
0, Lentejas, 61, 9
0, Lentejas, 61, 10
0, Lentejas, 61, 11
0, Lentejas, 61, 12
0, Lentejas, 61, 13
3940, Lentejas, 61, 14
714156, Lentejas, 61, 15
0, Lentejas, 61, 16
0, Lentejas, 61, 17
0, Lentejas, 61, 18
485360, Lentejas, 61, 19
4414, Lentejas, 62, 1
4414, Lentejas, 62, 2
0, Lentejas, 62, 3
0, Lentejas, 62, 4
485360, Lentejas, 62, 5
0, Lentejas, 62, 6
0, Lentejas, 62, 7
485360, Lentejas, 62, 8
0, Lentejas, 62, 9
255961, Lentejas, 62, 10
0, Lentejas, 62, 11
4414, Lentejas, 62, 12
0, Lentejas, 62, 13
0, Lentejas, 62, 14
0, Lentejas, 62, 15
485360, Lentejas, 62, 16
0, Lentejas, 62, 17
255961, Lentejas, 62, 18
338665, Lentejas, 62, 19
0, Lentejas, 63, 1
0, Lentejas, 63, 2
0, Lentejas, 63, 3
0, Lentejas, 63, 4
0, Lentejas, 63, 5
0, Lentejas, 63, 6
0, Lentejas, 63, 7
0, Lentejas, 63, 8
0, Lentejas, 63, 9
485360, Lentejas, 63, 10
338665, Lentejas, 63, 11
0, Lentejas, 63, 12
0, Lentejas, 63, 13
0, Lentejas, 63, 14
741322, Lentejas, 63, 15
0, Lentejas, 63, 16
485360, Lentejas, 63, 17
0, Lentejas, 63, 18
0, Lentejas, 63, 19
485360, Lentejas, 64, 1
0, Lentejas, 64, 2
255961, Lentejas, 64, 3
0, Lentejas, 64, 4
0, Lentejas, 64, 5
0, Lentejas, 64, 6
0, Lentejas, 64, 7
4414, Lentejas, 64, 8
0, Lentejas, 64, 9
0, Lentejas, 64, 10
0, Lentejas, 64, 11
485360, Lentejas, 64, 12
485360, Lentejas, 64, 13
0, Lentejas, 64, 14
485360, Lentejas, 64, 15
400543, Lentejas, 64, 16
485360, Lentejas, 64, 17
4414, Lentejas, 64, 18
485360, Lentejas, 64, 19
0, Lentejas, 65, 1
0, Lentejas, 65, 2
0, Lentejas, 65, 3
485360, Lentejas, 65, 4
0, Lentejas, 65, 5
0, Lentejas, 65, 6
0, Lentejas, 65, 7
0, Lentejas, 65, 8
485360, Lentejas, 65, 9
362632, Lentejas, 65, 10
0, Lentejas, 65, 11
3966, Lentejas, 65, 12
255961, Lentejas, 65, 13
4414, Lentejas, 65, 14
485360, Lentejas, 65, 15
0, Lentejas, 65, 16
4052, Lentejas, 65, 17
485360, Lentejas, 65, 18
0, Lentejas, 65, 19
0, Lentejas, 66, 1
485360, Lentejas, 66, 2
0, Lentejas, 66, 3
0, Lentejas, 66, 4
0, Lentejas, 66, 5
485360, Lentejas, 66, 6
368367, Lentejas, 66, 7
0, Lentejas, 66, 8
255961, Lentejas, 66, 9
4414, Lentejas, 66, 10
485360, Lentejas, 66, 11
0, Lentejas, 66, 12
0, Lentejas, 66, 13
489436, Lentejas, 66, 14
0, Lentejas, 66, 15
338665, Lentejas, 66, 16
0, Lentejas, 66, 17
0, Lentejas, 66, 18
0, Lentejas, 66, 19
255961, Lentejas, 67, 1
0, Lentejas, 67, 2
485360, Lentejas, 67, 3
0, Lentejas, 67, 4
338665, Lentejas, 67, 5
0, Lentejas, 67, 6
0, Lentejas, 67, 7
0, Lentejas, 67, 8
0, Lentejas, 67, 9
0, Lentejas, 67, 10
0, Lentejas, 67, 11
0, Lentejas, 67, 12
0, Lentejas, 67, 13
394470, Lentejas, 67, 14
0, Lentejas, 67, 15
0, Lentejas, 67, 16
11345, Lentejas, 67, 17
0, Lentejas, 67, 18
4414, Lentejas, 67, 19
0, Lentejas, 68, 1
0, Lentejas, 68, 2
489774, Lentejas, 68, 3
0, Lentejas, 68, 4
0, Lentejas, 68, 5
0, Lentejas, 68, 6
255961, Lentejas, 68, 7
0, Lentejas, 68, 8
4414, Lentejas, 68, 9
0, Lentejas, 68, 10
0, Lentejas, 68, 11
0, Lentejas, 68, 12
255961, Lentejas, 68, 13
0, Lentejas, 68, 14
0, Lentejas, 68, 15
485360, Lentejas, 68, 16
0, Lentejas, 68, 17
0, Lentejas, 68, 18
0, Lentejas, 68, 19
0, Lentejas, 69, 1
0, Lentejas, 69, 2
485360, Lentejas, 69, 3
0, Lentejas, 69, 4
0, Lentejas, 69, 5
485360, Lentejas, 69, 6
0, Lentejas, 69, 7
0, Lentejas, 69, 8
0, Lentejas, 69, 9
0, Lentejas, 69, 10
0, Lentejas, 69, 11
0, Lentejas, 69, 12
0, Lentejas, 69, 13
0, Lentejas, 69, 14
4075, Lentejas, 69, 15
0, Lentejas, 69, 16
0, Lentejas, 69, 17
0, Lentejas, 69, 18
0, Lentejas, 69, 19
0, Lentejas, 70, 1
485360, Lentejas, 70, 2
9793, Lentejas, 70, 3
0, Lentejas, 70, 4
485360, Lentejas, 70, 5
0, Lentejas, 70, 6
0, Lentejas, 70, 7
485360, Lentejas, 70, 8
485360, Lentejas, 70, 9
255961, Lentejas, 70, 10
0, Lentejas, 70, 11
0, Lentejas, 70, 12
0, Lentejas, 70, 13
485360, Lentejas, 70, 14
0, Lentejas, 70, 15
260375, Lentejas, 70, 16
0, Lentejas, 70, 17
0, Lentejas, 70, 18
0, Lentejas, 70, 19
0, Mantequilla, 1, 1
0, Mantequilla, 1, 2
420278, Mantequilla, 1, 3
0, Mantequilla, 1, 4
0, Mantequilla, 1, 5
101119, Mantequilla, 1, 6
211502, Mantequilla, 1, 7
210163, Mantequilla, 1, 8
198460, Mantequilla, 1, 9
0, Mantequilla, 1, 10
0, Mantequilla, 1, 11
422319, Mantequilla, 1, 12
0, Mantequilla, 1, 13
211308, Mantequilla, 1, 14
210554, Mantequilla, 1, 15
0, Mantequilla, 1, 16
422724, Mantequilla, 1, 17
111506, Mantequilla, 1, 18
0, Mantequilla, 1, 19
0, Mantequilla, 2, 1
0, Mantequilla, 2, 2
209950, Mantequilla, 2, 3
335244, Mantequilla, 2, 4
210554, Mantequilla, 2, 5
0, Mantequilla, 2, 6
0, Mantequilla, 2, 7
422462, Mantequilla, 2, 8
211223, Mantequilla, 2, 9
0, Mantequilla, 2, 10
211433, Mantequilla, 2, 11
210816, Mantequilla, 2, 12
0, Mantequilla, 2, 13
0, Mantequilla, 2, 14
100677, Mantequilla, 2, 15
0, Mantequilla, 2, 16
403136, Mantequilla, 2, 17
210816, Mantequilla, 2, 18
0, Mantequilla, 2, 19
0, Mantequilla, 3, 1
211539, Mantequilla, 3, 2
422272, Mantequilla, 3, 3
0, Mantequilla, 3, 4
0, Mantequilla, 3, 5
210816, Mantequilla, 3, 6
145836, Mantequilla, 3, 7
421637, Mantequilla, 3, 8
0, Mantequilla, 3, 9
0, Mantequilla, 3, 10
0, Mantequilla, 3, 11
421286, Mantequilla, 3, 12
0, Mantequilla, 3, 13
311127, Mantequilla, 3, 14
211433, Mantequilla, 3, 15
0, Mantequilla, 3, 16
210816, Mantequilla, 3, 17
211226, Mantequilla, 3, 18
0, Mantequilla, 3, 19
0, Mantequilla, 4, 1
0, Mantequilla, 4, 2
420830, Mantequilla, 4, 3
145836, Mantequilla, 4, 4
0, Mantequilla, 4, 5
209397, Mantequilla, 4, 6
206135, Mantequilla, 4, 7
421637, Mantequilla, 4, 8
0, Mantequilla, 4, 9
0, Mantequilla, 4, 10
0, Mantequilla, 4, 11
211274, Mantequilla, 4, 12
0, Mantequilla, 4, 13
211190, Mantequilla, 4, 14
159237, Mantequilla, 4, 15
0, Mantequilla, 4, 16
210163, Mantequilla, 4, 17
210816, Mantequilla, 4, 18
0, Mantequilla, 4, 19
0, Mantequilla, 5, 1
209819, Mantequilla, 5, 2
149023, Mantequilla, 5, 3
0, Mantequilla, 5, 4
211631, Mantequilla, 5, 5
210816, Mantequilla, 5, 6
0, Mantequilla, 5, 7
422474, Mantequilla, 5, 8
211502, Mantequilla, 5, 9
0, Mantequilla, 5, 10
0, Mantequilla, 5, 11
265271, Mantequilla, 5, 12
0, Mantequilla, 5, 13
211684, Mantequilla, 5, 14
209819, Mantequilla, 5, 15
0, Mantequilla, 5, 16
421334, Mantequilla, 5, 17
0, Mantequilla, 5, 18
0, Mantequilla, 5, 19
211506, Mantequilla, 6, 1
211223, Mantequilla, 6, 2
356106, Mantequilla, 6, 3
0, Mantequilla, 6, 4
210529, Mantequilla, 6, 5
370481, Mantequilla, 6, 6
206135, Mantequilla, 6, 7
209819, Mantequilla, 6, 8
211596, Mantequilla, 6, 9
0, Mantequilla, 6, 10
210517, Mantequilla, 6, 11
421901, Mantequilla, 6, 12
0, Mantequilla, 6, 13
0, Mantequilla, 6, 14
0, Mantequilla, 6, 15
183981, Mantequilla, 6, 16
322036, Mantequilla, 6, 17
0, Mantequilla, 6, 18
0, Mantequilla, 6, 19
0, Mantequilla, 7, 1
0, Mantequilla, 7, 2
407552, Mantequilla, 7, 3
0, Mantequilla, 7, 4
0, Mantequilla, 7, 5
0, Mantequilla, 7, 6
0, Mantequilla, 7, 7
422462, Mantequilla, 7, 8
0, Mantequilla, 7, 9
210950, Mantequilla, 7, 10
211295, Mantequilla, 7, 11
210816, Mantequilla, 7, 12
0, Mantequilla, 7, 13
0, Mantequilla, 7, 14
180369, Mantequilla, 7, 15
0, Mantequilla, 7, 16
211274, Mantequilla, 7, 17
100677, Mantequilla, 7, 18
0, Mantequilla, 7, 19
0, Mantequilla, 8, 1
211255, Mantequilla, 8, 2
420017, Mantequilla, 8, 3
210816, Mantequilla, 8, 4
0, Mantequilla, 8, 5
210816, Mantequilla, 8, 6
211433, Mantequilla, 8, 7
180369, Mantequilla, 8, 8
210950, Mantequilla, 8, 9
211433, Mantequilla, 8, 10
0, Mantequilla, 8, 11
196395, Mantequilla, 8, 12
211502, Mantequilla, 8, 13
421323, Mantequilla, 8, 14
0, Mantequilla, 8, 15
0, Mantequilla, 8, 16
422376, Mantequilla, 8, 17
211295, Mantequilla, 8, 18
0, Mantequilla, 8, 19
0, Mantequilla, 9, 1
211131, Mantequilla, 9, 2
422711, Mantequilla, 9, 3
0, Mantequilla, 9, 4
0, Mantequilla, 9, 5
211683, Mantequilla, 9, 6
0, Mantequilla, 9, 7
423128, Mantequilla, 9, 8
0, Mantequilla, 9, 9
0, Mantequilla, 9, 10
0, Mantequilla, 9, 11
210713, Mantequilla, 9, 12
0, Mantequilla, 9, 13
422695, Mantequilla, 9, 14
145836, Mantequilla, 9, 15
211244, Mantequilla, 9, 16
422280, Mantequilla, 9, 17
211502, Mantequilla, 9, 18
0, Mantequilla, 9, 19
0, Mantequilla, 10, 1
0, Mantequilla, 10, 2
211026, Mantequilla, 10, 3
210816, Mantequilla, 10, 4
0, Mantequilla, 10, 5
209950, Mantequilla, 10, 6
0, Mantequilla, 10, 7
211274, Mantequilla, 10, 8
211595, Mantequilla, 10, 9
211243, Mantequilla, 10, 10
0, Mantequilla, 10, 11
210911, Mantequilla, 10, 12
0, Mantequilla, 10, 13
421859, Mantequilla, 10, 14
209819, Mantequilla, 10, 15
0, Mantequilla, 10, 16
419847, Mantequilla, 10, 17
211502, Mantequilla, 10, 18
0, Mantequilla, 10, 19
211433, Mantequilla, 11, 1
211226, Mantequilla, 11, 2
211639, Mantequilla, 11, 3
0, Mantequilla, 11, 4
421647, Mantequilla, 11, 5
0, Mantequilla, 11, 6
0, Mantequilla, 11, 7
387068, Mantequilla, 11, 8
211243, Mantequilla, 11, 9
0, Mantequilla, 11, 10
0, Mantequilla, 11, 11
210816, Mantequilla, 11, 12
0, Mantequilla, 11, 13
422163, Mantequilla, 11, 14
211631, Mantequilla, 11, 15
0, Mantequilla, 11, 16
237094, Mantequilla, 11, 17
211295, Mantequilla, 11, 18
0, Mantequilla, 11, 19
0, Mantequilla, 12, 1
211226, Mantequilla, 12, 2
321362, Mantequilla, 12, 3
0, Mantequilla, 12, 4
210576, Mantequilla, 12, 5
0, Mantequilla, 12, 6
211223, Mantequilla, 12, 7
211631, Mantequilla, 12, 8
0, Mantequilla, 12, 9
0, Mantequilla, 12, 10
0, Mantequilla, 12, 11
0, Mantequilla, 12, 12
211252, Mantequilla, 12, 13
420745, Mantequilla, 12, 14
0, Mantequilla, 12, 15
211274, Mantequilla, 12, 16
183981, Mantequilla, 12, 17
209819, Mantequilla, 12, 18
0, Mantequilla, 12, 19
0, Mantequilla, 13, 1
211373, Mantequilla, 13, 2
211433, Mantequilla, 13, 3
0, Mantequilla, 13, 4
0, Mantequilla, 13, 5
0, Mantequilla, 13, 6
211433, Mantequilla, 13, 7
210950, Mantequilla, 13, 8
0, Mantequilla, 13, 9
0, Mantequilla, 13, 10
277673, Mantequilla, 13, 11
0, Mantequilla, 13, 12
211647, Mantequilla, 13, 13
211698, Mantequilla, 13, 14
211502, Mantequilla, 13, 15
0, Mantequilla, 13, 16
0, Mantequilla, 13, 17
0, Mantequilla, 13, 18
0, Mantequilla, 13, 19
211259, Mantequilla, 14, 1
109236, Mantequilla, 14, 2
198863, Mantequilla, 14, 3
0, Mantequilla, 14, 4
0, Mantequilla, 14, 5
211083, Mantequilla, 14, 6
211402, Mantequilla, 14, 7
99962, Mantequilla, 14, 8
0, Mantequilla, 14, 9
0, Mantequilla, 14, 10
0, Mantequilla, 14, 11
211631, Mantequilla, 14, 12
211024, Mantequilla, 14, 13
210816, Mantequilla, 14, 14
0, Mantequilla, 14, 15
10758, Mantequilla, 14, 16
421777, Mantequilla, 14, 17
0, Mantequilla, 14, 18
0, Mantequilla, 14, 19
0, Mantequilla, 15, 1
209819, Mantequilla, 15, 2
0, Mantequilla, 15, 3
109580, Mantequilla, 15, 4
0, Mantequilla, 15, 5
210008, Mantequilla, 15, 6
0, Mantequilla, 15, 7
223419, Mantequilla, 15, 8
0, Mantequilla, 15, 9
0, Mantequilla, 15, 10
145836, Mantequilla, 15, 11
0, Mantequilla, 15, 12
0, Mantequilla, 15, 13
210816, Mantequilla, 15, 14
145836, Mantequilla, 15, 15
211433, Mantequilla, 15, 16
0, Mantequilla, 15, 17
0, Mantequilla, 15, 18
0, Mantequilla, 15, 19
0, Mantequilla, 16, 1
210326, Mantequilla, 16, 2
211374, Mantequilla, 16, 3
314174, Mantequilla, 16, 4
210816, Mantequilla, 16, 5
0, Mantequilla, 16, 6
0, Mantequilla, 16, 7
145836, Mantequilla, 16, 8
0, Mantequilla, 16, 9
101119, Mantequilla, 16, 10
0, Mantequilla, 16, 11
211226, Mantequilla, 16, 12
0, Mantequilla, 16, 13
211398, Mantequilla, 16, 14
0, Mantequilla, 16, 15
0, Mantequilla, 16, 16
110798, Mantequilla, 16, 17
55810, Mantequilla, 16, 18
0, Mantequilla, 16, 19
0, Mantequilla, 17, 1
0, Mantequilla, 17, 2
211433, Mantequilla, 17, 3
0, Mantequilla, 17, 4
422721, Mantequilla, 17, 5
0, Mantequilla, 17, 6
0, Mantequilla, 17, 7
422090, Mantequilla, 17, 8
0, Mantequilla, 17, 9
0, Mantequilla, 17, 10
209819, Mantequilla, 17, 11
395613, Mantequilla, 17, 12
0, Mantequilla, 17, 13
0, Mantequilla, 17, 14
0, Mantequilla, 17, 15
0, Mantequilla, 17, 16
210204, Mantequilla, 17, 17
211562, Mantequilla, 17, 18
0, Mantequilla, 17, 19
210816, Mantequilla, 18, 1
0, Mantequilla, 18, 2
180369, Mantequilla, 18, 3
211467, Mantequilla, 18, 4
0, Mantequilla, 18, 5
422447, Mantequilla, 18, 6
211274, Mantequilla, 18, 7
0, Mantequilla, 18, 8
0, Mantequilla, 18, 9
0, Mantequilla, 18, 10
0, Mantequilla, 18, 11
211274, Mantequilla, 18, 12
0, Mantequilla, 18, 13
210459, Mantequilla, 18, 14
211631, Mantequilla, 18, 15
0, Mantequilla, 18, 16
211451, Mantequilla, 18, 17
88059, Mantequilla, 18, 18
0, Mantequilla, 18, 19
0, Mantequilla, 19, 1
210816, Mantequilla, 19, 2
406950, Mantequilla, 19, 3
0, Mantequilla, 19, 4
209819, Mantequilla, 19, 5
0, Mantequilla, 19, 6
196395, Mantequilla, 19, 7
0, Mantequilla, 19, 8
210816, Mantequilla, 19, 9
48080, Mantequilla, 19, 10
0, Mantequilla, 19, 11
210820, Mantequilla, 19, 12
0, Mantequilla, 19, 13
109236, Mantequilla, 19, 14
0, Mantequilla, 19, 15
210911, Mantequilla, 19, 16
211433, Mantequilla, 19, 17
180369, Mantequilla, 19, 18
0, Mantequilla, 19, 19
0, Mantequilla, 20, 1
211502, Mantequilla, 20, 2
7821, Mantequilla, 20, 3
0, Mantequilla, 20, 4
0, Mantequilla, 20, 5
421727, Mantequilla, 20, 6
207860, Mantequilla, 20, 7
0, Mantequilla, 20, 8
0, Mantequilla, 20, 9
0, Mantequilla, 20, 10
0, Mantequilla, 20, 11
357314, Mantequilla, 20, 12
209397, Mantequilla, 20, 13
145836, Mantequilla, 20, 14
209819, Mantequilla, 20, 15
198206, Mantequilla, 20, 16
0, Mantequilla, 20, 17
421632, Mantequilla, 20, 18
0, Mantequilla, 20, 19
211274, Mantequilla, 21, 1
0, Mantequilla, 21, 2
387814, Mantequilla, 21, 3
0, Mantequilla, 21, 4
422319, Mantequilla, 21, 5
0, Mantequilla, 21, 6
0, Mantequilla, 21, 7
0, Mantequilla, 21, 8
421517, Mantequilla, 21, 9
0, Mantequilla, 21, 10
0, Mantequilla, 21, 11
357059, Mantequilla, 21, 12
0, Mantequilla, 21, 13
211631, Mantequilla, 21, 14
0, Mantequilla, 21, 15
207860, Mantequilla, 21, 16
210950, Mantequilla, 21, 17
148870, Mantequilla, 21, 18
0, Mantequilla, 21, 19
211438, Mantequilla, 22, 1
211502, Mantequilla, 22, 2
422981, Mantequilla, 22, 3
0, Mantequilla, 22, 4
0, Mantequilla, 22, 5
422630, Mantequilla, 22, 6
0, Mantequilla, 22, 7
211575, Mantequilla, 22, 8
423312, Mantequilla, 22, 9
0, Mantequilla, 22, 10
211243, Mantequilla, 22, 11
0, Mantequilla, 22, 12
210911, Mantequilla, 22, 13
0, Mantequilla, 22, 14
0, Mantequilla, 22, 15
0, Mantequilla, 22, 16
306274, Mantequilla, 22, 17
189199, Mantequilla, 22, 18
0, Mantequilla, 22, 19
0, Mantequilla, 23, 1
188970, Mantequilla, 23, 2
211157, Mantequilla, 23, 3
0, Mantequilla, 23, 4
206814, Mantequilla, 23, 5
0, Mantequilla, 23, 6
0, Mantequilla, 23, 7
